line_item_usage_account_id,Product_region_code,line_item_usage_type,pricing_unit,Month,product_servicename,line_item_usage_type,Usage,Cost
Account2,,EU-EUN1-AWS-In-Bytes,GB,3,AWS Data Transfer,EU-EUN1-AWS-In-Bytes,0.017546876,0.000000
Account2,eu-west-1,EU-BoxUsage:t2.micro,Hrs,3,Amazon Elastic Compute Cloud,EU-BoxUsage:t2.micro,827,8.328600
Account3,us-east-1,USE1-Lambda-Standard-Scanning,Hourly,3,Amazon Inspector,USE1-Lambda-Standard-Scanning,2256.753436,0.941066
Account4,ap-northeast-1,ap-northeast-1-KMS-Requests,Requests,3,AWS Key Management Service,ap-northeast-1-KMS-Requests,124,0.000276
Account6,eu-west-1,EU-BoxUsage:r5a.4xlarge,Hrs,3,Amazon Elastic MapReduce,EU-BoxUsage:r5a.4xlarge,2232,504.432000
Account6,,EU-APS3-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-APS3-AWS-Out-Bytes,0.003351411,0.000068
Account5,,Global-DataZoneRequests,Requests,2,Amazon DataZone,Global-DataZoneRequests,4193,0.362300
Account2,,EU-DataTransfer-Regional-Bytes,GB,2,AWS Data Transfer,EU-DataTransfer-Regional-Bytes,2073.2178,20.732178
Account5,ap-southeast-1,APS1-FreeEventsRecorded,Events,2,AWS CloudTrail,APS1-FreeEventsRecorded,74198,0.000000
Account6,eu-west-1,EU-BoxUsage:r5.xlarge,Hrs,2,Amazon Elastic MapReduce,EU-BoxUsage:r5.xlarge,696,43.848000
Account5,eu-central-1,EUC1-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,1,AWS Security Hub,EUC1-SecurityHubProduct:FreeFindingsIngestion,18965,0.000000
Account1,us-west-2,USW2-Catalog-Request,Request,1,AWS Glue,USW2-Catalog-Request,238,0.000238
Account6,,EUC1-CAN1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUC1-CAN1-AWS-Out-Bytes,6.06E-05,0.000001
Account1,eu-north-1,EUN1-PaidEventsAnalyzed,Events,2,Amazon GuardDuty,EUN1-PaidEventsAnalyzed,92169,0.387110
Account1,eu-central-1,EUC1-TimedStorage-ByteHrs,GB-Mo,2,AmazonCloudWatch,EUC1-TimedStorage-ByteHrs,0.007759656,0.000251
Account6,ap-south-1,APS3-Requests-Tier1,Requests,2,Amazon Simple Notification Service,APS3-Requests-Tier1,719,0.000000
Account4,,EUC1-SAE1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUC1-SAE1-AWS-Out-Bytes,5.67E-05,0.000001
Account4,us-east-1,us-east-1-KMS-Keys,Keys,1,AWS Key Management Service,us-east-1-KMS-Keys,0.995967726,0.995968
Account2,us-west-1,USW1-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,USW1-TimedStorage-ByteHrs,0.005171953,0.000171
Account5,eu-west-1,EU-TimedStorage-INT-FA-ByteHrs,GB-Mo,3,Amazon Simple Storage Service,EU-TimedStorage-INT-FA-ByteHrs,13.78295963,0.299083
Account5,eu-west-1,EU-WriteRequestUnits,WriteRequestUnits,3,Amazon DynamoDB,EU-WriteRequestUnits,5.90E+07,83.416118
Account5,us-east-1,USE1-PaidEventsAnalyzed,Events,3,Amazon GuardDuty,USE1-PaidEventsAnalyzed,562711,2.250844
Account1,,EUC1-DataTransfer-Out-Bytes,GB,3,AWS Data Transfer,EUC1-DataTransfer-Out-Bytes,2.16E-04,0.000019
Account5,,EUW2-USE1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-USE1-AWS-Out-Bytes,4.51E-04,0.000009
Account3,,EU-APN2-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-APN2-AWS-In-Bytes,0.021314139,0.000000
Account4,us-west-1,USW1-SC-API-Calls,API Calls,1,AWS Service Catalog,USW1-SC-API-Calls,62,0.042700
Account1,us-east-2,USE2-Requests-Tier1,Requests,4,Amazon Simple Queue Service,USE2-Requests-Tier1,30,0.000012
Account1,,EUN1-EUC1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUN1-EUC1-AWS-Out-Bytes,8.92E-06,0.000000
Account1,,EUC1-USW1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUC1-USW1-AWS-Out-Bytes,5.67E-05,0.000001
Account3,ap-southeast-2,APS2-TimedStorage-ByteHrs,GB-Mo,2,AmazonCloudWatch,APS2-TimedStorage-ByteHrs,0.002037349,0.000067
Account4,ca-central-1,CAN1-CW:AlarmMonitorUsage,Alarms,2,AmazonCloudWatch,CAN1-CW:AlarmMonitorUsage,0.999999994,0.100000
Account2,,APN3-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,APN3-DataTransfer-Out-Bytes,6.17E-06,0.000000
Account6,,EU-CAN1-AWS-In-Bytes,GB,1,AWS Data Transfer,EU-CAN1-AWS-In-Bytes,0.001639926,0.000000
Account5,us-east-1,USE1-Lambda-Standard-free-metering,Hourly,1,Amazon Inspector,USE1-Lambda-Standard-free-metering,27,0.000000
Account4,ap-southeast-2,APS2-Catalog-Request,Request,2,AWS Glue,APS2-Catalog-Request,179,0.000000
Account3,,SAE1-EUC1-AWS-Out-Bytes,GB,2,AWS Data Transfer,SAE1-EUC1-AWS-Out-Bytes,8.73E-06,0.000001
Account1,sa-east-1,SAE1-Requests-Tier1,Requests,2,Amazon Simple Queue Service,SAE1-Requests-Tier1,88,0.000035
Account3,ap-northeast-3,APN3-Requests-Tier1,Requests,4,Amazon Simple Queue Service,APN3-Requests-Tier1,30,0.000012
Account2,us-east-1,USE1-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,4,AWS Security Hub,USE1-SecurityHubProduct:FreeFindingsIngestion,16494,0.000000
Account5,,APS1-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,APS1-EUC1-AWS-In-Bytes,1.01E-04,0.000000
Account5,us-east-2,us-east-2-KMS-Requests,Requests,3,AWS Key Management Service,us-east-2-KMS-Requests,124,0.000372
Account5,ap-northeast-1,APN1-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,APN1-TimedStorage-ByteHrs,0.014219988,0.000469
Account4,ap-northeast-3,APN3-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,APN3-TimedStorage-ByteHrs,0.001516458,0.000050
Account2,eu-west-1,EU-DataScannedInTB,Terabytes,1,Amazon Athena,EU-DataScannedInTB,1.811597,9.057985
Account1,eu-north-1,EUN1-Catalog-Request,Request,2,AWS Glue,EUN1-Catalog-Request,190,0.000190
Account1,ap-southeast-1,APS1-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,APS1-AWSSecretsManagerAPIRequest,84,0.000420
Account1,us-west-2,USW2-Requests-Tier1,Requests,1,Amazon Simple Queue Service,USW2-Requests-Tier1,113,0.000045
Account2,ap-southeast-1,APS1-AWSSecretsManagerAPIRequest,API Requests,2,AWS Secrets Manager,APS1-AWSSecretsManagerAPIRequest,62,0.000310
Account1,ca-central-1,CAN1-Requests-Tier1,Requests,3,Amazon Simple Queue Service,CAN1-Requests-Tier1,31,0.000012
Account6,eu-west-1,EU-TimedStorage-INT-IA-ByteHrs,GB-Mo,2,Amazon Simple Storage Service,EU-TimedStorage-INT-IA-ByteHrs,24485.3526,306.066907
Account6,eu-west-2,EUW2-ECR-free-metering,Resource-assessment,1,Amazon Inspector,EUW2-ECR-free-metering,29,0.000000
Account1,eu-west-1,EU-DataScannedInTB,Terabytes,4,Amazon Athena,EU-DataScannedInTB,0.103282,0.516410
Account1,us-east-2,USE2-SC-API-Calls,API Calls,2,AWS Service Catalog,USE2-SC-API-Calls,10,0.004900
Account5,us-west-1,USW1-ConfigurationItemRecorded,USW1-ConfigurationItemRecorded,1,AWS Config,USW1-ConfigurationItemRecorded,2,0.006000
Account3,us-east-1,ConfigurationItemRecorded,ConfigurationItemRecorded,1,AWS Config,ConfigurationItemRecorded,131,0.393000
Account6,,HostedZone,HostedZone,2,Amazon Route 53,HostedZone,4,0.400000
Account5,eu-west-1,EU-PS-Param-Processed-Tier1,API Request,1,AWS Systems Manager,EU-PS-Param-Processed-Tier1,11,0.000055
Account6,,APN3-USE1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APN3-USE1-AWS-Out-Bytes,3.96E-04,0.000036
Account3,us-east-2,USE2-ConfigurationItemRecorded,USE2-ConfigurationItemRecorded,1,AWS Config,USE2-ConfigurationItemRecorded,2,0.006000
Account5,eu-west-2,EUW2-Requests-Tier1,Requests,4,Amazon Simple Storage Service,EUW2-Requests-Tier1,1,0.000005
Account4,ap-northeast-3,APN3-ConfigurationItemRecorded,ConfigurationItemRecorded,2,AWS Config,APN3-ConfigurationItemRecorded,1,0.003000
Account5,,EU-CloudFront-Out-Bytes,GB,3,AWS Data Transfer,EU-CloudFront-Out-Bytes,1.22E-04,0.000000
Account4,eu-west-1,EU-Requests-Tier2,Requests,4,Amazon Simple Storage Service,EU-Requests-Tier2,3.54E+07,14.159173
Account5,,EU-EUW2-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-EUW2-AWS-Out-Bytes,0.011411487,0.000229
Account2,,EU-DataTransfer-Out-Bytes,GB,4,AWS Data Transfer,EU-DataTransfer-Out-Bytes,0.058021433,0.005222
Account2,,USE1-CAN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,USE1-CAN1-AWS-Out-Bytes,0.001617586,0.000032
Account2,eu-west-1,EU-Airflow-MediumWorker,Hrs,4,Amazon Managed Workflows for Apache Airflow,EU-Airflow-MediumWorker,2881.393506,316.953286
Account2,eu-west-1,EU-TimedPITRStorage-ByteHrs,GB-Mo,4,Amazon DynamoDB,EU-TimedPITRStorage-ByteHrs,3.02E-05,0.000007
Account6,ap-southeast-2,APS2-CW:AlarmMonitorUsage,Alarms,4,AmazonCloudWatch,APS2-CW:AlarmMonitorUsage,1.000000008,0.100000
Account1,eu-north-1,EUN1-CW:AlarmMonitorUsage,Alarms,4,AmazonCloudWatch,EUN1-CW:AlarmMonitorUsage,1.000000008,0.100000
Account1,,EUW2-USW1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-USW1-AWS-Out-Bytes,5.74E-05,0.000001
Account3,us-east-1,USE1-PaidEventsRecorded,Events,4,AWS CloudTrail,USE1-PaidEventsRecorded,166596,3.331920
Account5,eu-west-1,EU-NatGateway-Hours,Hrs,4,Amazon Elastic Compute Cloud,EU-NatGateway-Hours,174,8.352000
Account2,eu-west-1,EU-Requests-Tier2,Requests,1,Amazon Simple Storage Service,EU-Requests-Tier2,5.85E+07,23.387760
Account6,eu-west-1,EU-Lambda-GB-Second-ARM,Lambda-GB-Second,1,AWS Lambda,EU-Lambda-GB-Second-ARM,69533.53224,0.903864
Account6,,EU-USE1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-USE1-AWS-Out-Bytes,0.629293375,0.012587
Account1,,USE1-APS3-AWS-Out-Bytes,GB,1,AWS Data Transfer,USE1-APS3-AWS-Out-Bytes,0.001766307,0.000035
Account1,ap-southeast-2,APS2-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,APS2-PaidEventsAnalyzed,348907,1.604972
Account3,eu-west-2,eu-west-2-KMS-Requests,Requests,1,AWS Key Management Service,eu-west-2-KMS-Requests,11200,0.033600
Account3,eu-west-1,EU-Airflow-MediumEnvironment,Hrs,1,Amazon Managed Workflows for Apache Airflow,EU-Airflow-MediumEnvironment,8018.261729,5933.513680
Account1,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,1,Amazon Simple Storage Service,EU-TimedStorage-ByteHrs,426.118235,8.999042
Account2,us-east-1,USE1-PaidS3DataEventsAnalyzed,Events,1,Amazon GuardDuty,USE1-PaidS3DataEventsAnalyzed,30718,0.024574
Account5,us-east-2,USE2-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,USE2-CW:AlarmMonitorUsage,0.999999984,0.100000
Account2,eu-west-1,EU-TransitGateway-Hours,hour,1,Amazon Virtual Private Cloud,EU-TransitGateway-Hours,2142,107.100000
Account5,us-east-1,USE1-S3-Egress-Bytes,GB,1,AmazonCloudWatch,USE1-S3-Egress-Bytes,1.788201605,0.447050
Account4,ap-northeast-2,APN2-FreeEventsRecorded,Events,1,AWS CloudTrail,APN2-FreeEventsRecorded,285271,0.000000
Account5,,EU-USE2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EU-USE2-AWS-Out-Bytes,0.00643062,0.000129
Account5,eu-central-1,EUC1-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,EUC1-TimedStorage-ByteHrs,0.085273598,0.002763
Account2,us-west-2,USW2-CW:AlarmMonitorUsage,Alarms,3,AmazonCloudWatch,USW2-CW:AlarmMonitorUsage,0.999999984,0.100000
Account2,eu-central-1,EUC1-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,EUC1-TimedStorage-ByteHrs,0.012160141,0.000394
Account6,us-west-1,USW1-CW:AlarmMonitorUsage,Alarms,3,AmazonCloudWatch,USW1-CW:AlarmMonitorUsage,0.999999984,0.100000
Account5,sa-east-1,SAE1-PaidEventsAnalyzed,Events,3,Amazon GuardDuty,SAE1-PaidEventsAnalyzed,494517,3.461619
Account6,eu-west-1,EU-TimedStorage-INT-FA-ByteHrs,GB-Mo,3,Amazon Simple Storage Service,EU-TimedStorage-INT-FA-ByteHrs,17175.67381,367.819232
Account1,eu-central-1,EUC1-DataProcessing-Bytes,GB,3,AmazonCloudWatch,EUC1-DataProcessing-Bytes,0.010966425,0.006909
Account5,us-east-1,USE1-APIRequest,Estimates,3,AWS Cost Explorer,USE1-APIRequest,1157,11.570000
Account1,,EU-EUC1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-EUC1-AWS-Out-Bytes,0.115117364,0.002302
Account6,,USE1-EUW3-AWS-Out-Bytes,GB,2,AWS Data Transfer,USE1-EUW3-AWS-Out-Bytes,0.006927778,0.000139
Account2,eu-west-1,EU-Lambda-GB-Second,Second,2,AWS Lambda,EU-Lambda-GB-Second,8058.620878,0.134269
Account5,eu-west-2,EUW2-Requests-Tier2,Requests,2,Amazon Simple Storage Service,EUW2-Requests-Tier2,39792,0.016713
Account1,eu-west-3,EUW3-FreeEventsRecorded,Events,2,AWS CloudTrail,EUW3-FreeEventsRecorded,66626,0.000000
Account2,,EU-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,EU-DataTransfer-In-Bytes,0.023301237,0.000000
Account5,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,Amazon Elastic File System,EU-TimedStorage-ByteHrs,0.004004942,0.001322
Account6,eu-west-1,EU-PaidLambdaNetworkLogsAnalyzed-Bytes,GB,2,Amazon GuardDuty,EU-PaidLambdaNetworkLogsAnalyzed-Bytes,0.731234345,0.804358
Account4,,EUW2-EU-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-EU-AWS-Out-Bytes,1.03E-04,0.000002
Account6,eu-west-2,EUW2-Requests-FIFO-Tier1,Requests,2,Amazon Simple Queue Service,EUW2-Requests-FIFO-Tier1,250258,0.125129
Account5,ap-northeast-3,APN3-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,APN3-CW:AlarmMonitorUsage,0.999999984,0.100000
Account6,ap-south-1,APS3-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,APS3-TimedStorage-ByteHrs,0.018443436,0.000553
Account5,eu-west-2,EUW2-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,EUW2-TimedStorage-ByteHrs,0.121044986,0.003813
Account5,sa-east-1,SAE1-FreeEventsRecorded,Events,1,AWS CloudTrail,SAE1-FreeEventsRecorded,293658,0.000000
Account2,,EU-USE2-AWS-In-Bytes,GB,1,AWS Data Transfer,EU-USE2-AWS-In-Bytes,0.050732282,0.000000
Account3,us-east-2,USE2-FreeEventsRecorded,Events,2,AWS CloudTrail,USE2-FreeEventsRecorded,71634,0.000000
Account5,eu-west-3,EUW3-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,EUW3-AWSSecretsManagerAPIRequest,83,0.000415
Account4,,APS3-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APS3-EUC1-AWS-Out-Bytes,5.89E-05,0.000005
Account6,us-west-2,USW2-FreeEventsRecorded,Events,4,AWS CloudTrail,USW2-FreeEventsRecorded,38813,0.000000
Account6,ap-southeast-2,APS2-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,APS2-TimedStorage-ByteHrs,0.019325132,0.000638
Account4,us-east-1,USE1-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,USE1-PaidEventsAnalyzed,969545,3.878180
Account3,eu-west-3,EUW3-FreeEventsRecorded,Events,3,AWS CloudTrail,EUW3-FreeEventsRecorded,27313,0.000000
Account4,,EUW2-APN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-APN1-AWS-Out-Bytes,5.74E-05,0.000001
Account2,,USW2-DataTransfer-Out-Bytes,GB,2,AWS Data Transfer,USW2-DataTransfer-Out-Bytes,3.65E-06,0.000000
Account3,,EUW2-APN1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-APN1-AWS-Out-Bytes,5.55E-05,0.000001
Account1,,EUW2-EUN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-EUN1-AWS-Out-Bytes,5.74E-05,0.000001
Account1,us-west-1,USW1-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,USW1-PaidEventsAnalyzed,342288,1.506067
Account3,ca-central-1,ca-central-1-KMS-Requests,Requests,2,AWS Key Management Service,ca-central-1-KMS-Requests,607,0.001821
Account1,,APN3-DataTransfer-Out-Bytes,GB,2,AWS Data Transfer,APN3-DataTransfer-Out-Bytes,4.20E-06,0.000000
Account3,,EUW2-EUW3-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUW2-EUW3-AWS-Out-Bytes,5.93E-05,0.000001
Account6,,SAE1-DataTransfer-Out-Bytes,GB,2,AWS Data Transfer,SAE1-DataTransfer-Out-Bytes,1.31E-05,0.000000
Account1,eu-west-1,EU-ConfigurationItemRecorded,EU-ConfigurationItemRecorded,2,AWS Config,EU-ConfigurationItemRecorded,4272,12.816000
Account2,ap-northeast-2,APN2-AWSSecretsManagerAPIRequest,API Requests,2,AWS Secrets Manager,APN2-AWSSecretsManagerAPIRequest,62,0.000310
Account6,us-west-2,USW2-Lambda-GB-Second-ARM,Lambda-GB-Second,1,AWS Lambda,USW2-Lambda-GB-Second-ARM,33.93562609,0.000432
Account2,ca-central-1,CAN1-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,CAN1-AWSSecretsManagerAPIRequest,84,0.000420
Account1,us-east-1,USE1-AWSSecretsManagerAPIRequest,API Requests,3,AWS Secrets Manager,USE1-AWSSecretsManagerAPIRequest,145,0.000725
Account4,eu-west-2,EUW2-ConfigRuleEvaluations,ConfigRuleEvaluations,4,AWS Config,EUW2-ConfigRuleEvaluations,600,0.436000
Account2,eu-west-1,EU-Catalog-Request,Request,4,AWS Glue,EU-Catalog-Request,259,0.000259
Account3,us-east-1,USE1-ECR-free-metering,Resource-assessment,1,Amazon Inspector,USE1-ECR-free-metering,28,0.000000
Account5,,EU-EqLD5-DataXfer-In:dc.3,GB,1,AWS Direct Connect,EU-EqLD5-DataXfer-In:dc.3,0.328623757,0.000000
Account5,ap-south-1,APS3-ConfigurationItemRecorded,APS3-ConfigurationItemRecorded,3,AWS Config,APS3-ConfigurationItemRecorded,5,0.015000
Account5,eu-central-1,EUC1-ConfigurationItemRecorded,EUC1-ConfigurationItemRecorded,4,AWS Config,EUC1-ConfigurationItemRecorded,7,0.021000
Account6,ap-northeast-2,APN2-DataEventsRecorded,Events,2,AWS CloudTrail,APN2-DataEventsRecorded,114,0.000114
Account4,us-west-1,USW1-ConfigurationItemRecorded,USW1-ConfigurationItemRecorded,3,AWS Config,USW1-ConfigurationItemRecorded,4,0.012000
Account6,us-east-2,USE2-SC-API-Calls,API Calls,2,AWS Service Catalog,USE2-SC-API-Calls,10,0.005600
Account5,,AWS-Auto-ScriptDuration-Tier3,Units,4,AWS Systems Manager,AWS-Auto-ScriptDuration-Tier3,2000,0.000000
Account4,us-east-2,USE2-ConfigurationItemRecorded,USE2-ConfigurationItemRecorded,2,AWS Config,USE2-ConfigurationItemRecorded,1,0.003000
Account2,eu-west-2,EUW2-DeliveryAttempts-SMTP,Notifications,3,Amazon Simple Notification Service,EUW2-DeliveryAttempts-SMTP,2,0.000040
Account4,ap-northeast-2,APN2-ConfigurationItemRecorded,APN2-ConfigurationItemRecorded,3,AWS Config,APN2-ConfigurationItemRecorded,4,0.012000
Account4,ap-southeast-2,APS2-ConfigurationItemRecorded,APS2-ConfigurationItemRecorded,1,AWS Config,APS2-ConfigurationItemRecorded,2,0.006000
Account2,ca-central-1,CAN1-CW:Requests,Requests,2,AmazonCloudWatch,CAN1-CW:Requests,1,0.000000
Account3,,USE1-APN3-AWS-Out-Bytes,GB,4,AWS Data Transfer,USE1-APN3-AWS-Out-Bytes,0.002490858,0.000050
Account6,,EU-CAN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-CAN1-AWS-Out-Bytes,0.010425546,0.000209
Account3,eu-west-1,EU-CW:Requests,Requests,4,AmazonCloudWatch,EU-CW:Requests,3845556,38.455560
Account2,eu-west-1,EU-EBS:VolumeUsage.gp2,GB-Mo,4,Amazon Elastic Compute Cloud,EU-EBS:VolumeUsage.gp2,607.0716389,66.777880
Account2,eu-west-2,EUW2-CW:AlarmMonitorUsage,Alarms,4,AmazonCloudWatch,EUW2-CW:AlarmMonitorUsage,1.000000008,0.100000
Account2,eu-west-2,EUW2-Requests-Tier1,Requests,4,Amazon Simple Queue Service,EUW2-Requests-Tier1,16613,0.006645
Account6,eu-west-1,EU-PaidEventsAnalyzed-Bytes,GB,4,Amazon GuardDuty,EU-PaidEventsAnalyzed-Bytes,24.27532538,14.567101
Account5,us-west-1,USW1-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,USW1-PaidEventsAnalyzed,787293,3.464089
Account6,eu-west-2,EUW2-Requests-Tier1,Requests,4,Amazon Simple Notification Service,EUW2-Requests-Tier1,653,0.000063
Account3,eu-west-1,EU-AWSSecretsManager-Secrets,Secrets,4,AWS Secrets Manager,EU-AWSSecretsManager-Secrets,135.9222222,54.368889
Account3,ap-southeast-1,APS1-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,APS1-PaidEventsAnalyzed,43062,0.198085
Account1,,EU-DataTransfer-xAZ-In-Bytes,GB,1,AWS Data Transfer,EU-DataTransfer-xAZ-In-Bytes,1792.48371,0.000000
Account6,,USE1-APN3-AWS-Out-Bytes,GB,1,AWS Data Transfer,USE1-APN3-AWS-Out-Bytes,0.007351799,0.000147
Account1,,USE1-EUN1-AWS-Out-Bytes,GB,1,AWS Data Transfer,USE1-EUN1-AWS-Out-Bytes,0.001758967,0.000035
Account4,ap-southeast-2,ap-southeast-2-KMS-Requests,Requests,1,AWS Key Management Service,ap-southeast-2-KMS-Requests,2946,0.008838
Account4,eu-west-2,EUW2-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,EUW2-AWSSecretsManagerAPIRequest,255,0.001275
Account2,,EU-APN2-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-APN2-AWS-Out-Bytes,0.01010743,0.000202
Account2,us-east-1,Requests-Tier2,Requests,3,Amazon Simple Storage Service,Requests-Tier2,72069,0.028828
Account5,eu-west-1,EU-BoxUsage:m5.12xlarge,Hrs,3,Amazon Elastic Compute Cloud,EU-BoxUsage:m5.12xlarge,899.679459,1401.450302
Account2,eu-west-1,EU-Lambda-Standard-Scanning,Hourly,3,Amazon Inspector,EU-Lambda-Standard-Scanning,20855.7806,8.696861
Account5,,EU-DataTransfer-In-Bytes,GB,3,AWS Data Transfer,EU-DataTransfer-In-Bytes,147.1407211,0.000000
Account1,,EU-APN1-AWS-Out-Bytes,GB,3,AWS Data Transfer,EU-APN1-AWS-Out-Bytes,0.004965658,0.000100
Account2,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,3,Amazon EC2 Container Registry (ECR),EU-TimedStorage-ByteHrs,1.628773609,0.162877
Account3,,EU-EUC1-AWS-Out-Bytes,GB,3,AWS Data Transfer,EU-EUC1-AWS-Out-Bytes,0.006805353,0.000136
Account6,eu-west-1,EU-BoxUsage:m5.8xlarge,Hrs,3,Amazon Elastic Compute Cloud,EU-BoxUsage:m5.8xlarge,10196.07337,10569.069979
Account6,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,3,Amazon DynamoDB,EU-TimedStorage-ByteHrs,4.60E-05,0.000013
Account2,eu-west-1,EU-TimedStorage-GlacierByteHrs,GB-Mo,3,Amazon Simple Storage Service,EU-TimedStorage-GlacierByteHrs,14.64617432,0.052726
Account4,us-east-1,USE1-FreeEventsRecorded,Events,3,AWS CloudTrail,USE1-FreeEventsRecorded,216261,0.000000
Account6,,EU-USE1-AWS-In-Bytes,GB,3,AWS Data Transfer,EU-USE1-AWS-In-Bytes,0.831099262,0.000000
Account6,ap-northeast-3,APN3-PaidEventsAnalyzed,Events,3,Amazon GuardDuty,APN3-PaidEventsAnalyzed,449510,2.247550
Account3,us-east-1,Lambda-GB-Second-ARM,Lambda-GB-Second,3,AWS Lambda,Lambda-GB-Second-ARM,112.0341286,0.001487
Account6,,EUW2-USE1-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUW2-USE1-AWS-Out-Bytes,8.35E-04,0.000017
Account3,eu-west-1,EU-PaidComplianceCheck,Security Checks,3,AWS Security Hub,EU-PaidComplianceCheck,34687,3.468700
Account3,eu-west-1,EU-VpcEndpoint-Bytes,GB,2,Amazon Virtual Private Cloud,EU-VpcEndpoint-Bytes,13054.82999,130.548300
Account2,us-east-1,us-east-1-KMS-Requests,Requests,2,AWS Key Management Service,us-east-1-KMS-Requests,2756,0.008268
Account5,eu-west-1,EU-RDS:ProxyUsage,Hrs,2,Amazon Relational Database Service,EU-RDS:ProxyUsage,9743.993333,155.903893
Account1,,USE1-USE2-AWS-Out-Bytes,GB,2,AWS Data Transfer,USE1-USE2-AWS-Out-Bytes,0.00175183,0.000018
Account6,eu-west-2,EUW2-Lambda-Standard-Scanning,Hourly,2,Amazon Inspector,EUW2-Lambda-Standard-Scanning,13058.90426,6.529452
Account5,,EUC1-EUN1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUC1-EUN1-AWS-Out-Bytes,5.67E-05,0.000001
Account6,,EU-APS1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-APS1-AWS-Out-Bytes,0.003330456,0.000068
Account3,ap-southeast-2,APS2-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,APS2-PaidEventsAnalyzed,361143,1.661258
Account2,,APN2-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APN2-EUC1-AWS-Out-Bytes,5.89E-05,0.000005
Account6,,EUC1-USW1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUC1-USW1-AWS-Out-Bytes,6.06E-05,0.000001
Account4,eu-west-2,eu-west-2-KMS-Keys,Keys,1,AWS Key Management Service,eu-west-2-KMS-Keys,1.994623624,1.994624
Account2,sa-east-1,SAE1-PaidEventsAnalyzed,Events,2,Amazon GuardDuty,SAE1-PaidEventsAnalyzed,114936,0.804552
Account1,eu-west-2,EUW2-Lambda-GB-Second-ARM,Lambda-GB-Second,2,AWS Lambda,EUW2-Lambda-GB-Second-ARM,119.6235084,0.001560
Account6,eu-west-1,EU-TimedPITRStorage-ByteHrs,GB-Mo,2,Amazon DynamoDB,EU-TimedPITRStorage-ByteHrs,2.84E-05,0.000006
